loss,acc
2.2891547679901123,0.1
2.329542398452759,0.05
2.3609838485717773,0.12
2.3474225997924805,0.13
2.3541572093963623,0.09
2.3002126216888428,0.11
2.338496446609497,0.09
2.3555524349212646,0.1
2.3210620880126953,0.09
2.3547325134277344,0.16
2.3167738914489746,0.14
2.325856924057007,0.09
2.3318934440612793,0.14
2.323659896850586,0.09
2.3176801204681396,0.12
2.348273992538452,0.1
2.35034441947937,0.15
2.337395429611206,0.1
2.3174805641174316,0.13
2.316157102584839,0.13
2.3455395698547363,0.1
2.3216001987457275,0.17
2.323216199874878,0.11
2.2984981536865234,0.07
2.337188720703125,0.18
2.324071168899536,0.12
2.3168554306030273,0.16
2.3609073162078857,0.11
2.3473803997039795,0.09
2.33974552154541,0.1
2.3042831420898438,0.12
2.336484670639038,0.09
2.3167004585266113,0.09
2.2982826232910156,0.08
2.3183658123016357,0.13
2.323498487472534,0.15
2.364877462387085,0.09
2.3651866912841797,0.13
2.3443078994750977,0.16
2.328704595565796,0.07
2.3628644943237305,0.13
2.311490297317505,0.13
2.3392155170440674,0.09
2.2991719245910645,0.07
2.3087098598480225,0.08
2.3359968662261963,0.08
2.3315563201904297,0.1
2.322763681411743,0.11
2.3349857330322266,0.17
2.3654468059539795,0.07
2.3280997276306152,0.08
2.279388427734375,0.09
2.326580047607422,0.1
2.3437716960906982,0.11
2.3593873977661133,0.14
2.313041925430298,0.13
2.3177638053894043,0.1
2.3222084045410156,0.06
2.322108268737793,0.13
2.311314344406128,0.11
2.308323383331299,0.13
2.32450008392334,0.11
2.318234920501709,0.09
2.3065273761749268,0.08
2.350611686706543,0.07
2.3331947326660156,0.11
2.3239169120788574,0.14
2.317124605178833,0.17
2.31522798538208,0.11
2.2960095405578613,0.12
2.3262054920196533,0.14
2.3560128211975098,0.13
2.3547213077545166,0.08
2.3287885189056396,0.09
2.365337371826172,0.1
2.305994987487793,0.08
2.3527557849884033,0.06
2.329166889190674,0.12
2.298405170440674,0.09
2.3321805000305176,0.06
2.284388542175293,0.13
2.3453173637390137,0.11
2.3078396320343018,0.18
2.3087267875671387,0.06
2.31191349029541,0.11
2.3185441493988037,0.12
2.3458974361419678,0.11
2.334202289581299,0.19
2.309760332107544,0.11
2.3005666732788086,0.18
2.352499008178711,0.15
2.3390533924102783,0.15
2.3019371032714844,0.14
2.353381633758545,0.08
2.2920730113983154,0.09
2.3362724781036377,0.13
2.3625972270965576,0.13
2.331458330154419,0.13
2.3055784702301025,0.09
2.3622539043426514,0.17
2.336238145828247,0.1
2.344597578048706,0.13
2.3286538124084473,0.08
2.3317344188690186,0.11
2.3293590545654297,0.1
2.3313651084899902,0.11
2.3333899974823,0.14
2.327901601791382,0.12
2.316323757171631,0.1
2.319953203201294,0.12
2.327474594116211,0.09
2.339153289794922,0.15
2.3363542556762695,0.09
2.340432643890381,0.08
2.3004770278930664,0.13
2.3610823154449463,0.09
2.3466179370880127,0.03
2.361593008041382,0.13
2.3339765071868896,0.08
2.3361830711364746,0.1
2.3171443939208984,0.1
2.351755142211914,0.11
2.3169522285461426,0.16
2.3457651138305664,0.08
2.340131998062134,0.13
2.3478293418884277,0.11
2.3316078186035156,0.1
2.3196215629577637,0.12
2.350721836090088,0.05
2.3730275630950928,0.14
2.3084771633148193,0.07
2.3352651596069336,0.11
2.3384649753570557,0.14
2.328691005706787,0.11
2.3604559898376465,0.16
2.2842931747436523,0.09
2.3416550159454346,0.11
2.296548843383789,0.08
2.315330743789673,0.07
2.3511459827423096,0.07
2.298572540283203,0.12
2.3124587535858154,0.11
2.3535711765289307,0.07
2.32388973236084,0.14
2.3344974517822266,0.09
2.315695285797119,0.06
2.340808391571045,0.08
2.352900266647339,0.14
2.313380718231201,0.08
2.329035997390747,0.14
2.3463923931121826,0.13
2.3239009380340576,0.1
2.3297083377838135,0.12
2.319246292114258,0.09
2.3385918140411377,0.1
2.2978932857513428,0.1
2.3274593353271484,0.13
2.3360328674316406,0.13
2.3045477867126465,0.07
2.3504531383514404,0.08
2.2948341369628906,0.09
2.3416640758514404,0.13
2.3051979541778564,0.12
2.347090005874634,0.09
2.2986514568328857,0.1
2.3064920902252197,0.11
2.355837106704712,0.07
2.334982395172119,0.14
2.3454558849334717,0.1
2.3084659576416016,0.08
2.338660955429077,0.12
2.3022544384002686,0.1
2.3240244388580322,0.09
2.2831873893737793,0.13
2.300063133239746,0.1
2.308621644973755,0.15
2.325026750564575,0.1
2.3321452140808105,0.08
2.308228015899658,0.14
2.344963312149048,0.11
2.335500955581665,0.11
2.33543062210083,0.1
2.2761614322662354,0.08
2.353036403656006,0.08
2.3322525024414062,0.1
2.370816469192505,0.13
2.3429811000823975,0.08
2.356048107147217,0.14
2.301058530807495,0.11
2.350203037261963,0.14
2.325577735900879,0.19
2.32004976272583,0.11
2.375250816345215,0.11
2.3439972400665283,0.09
2.3399248123168945,0.11
2.3226962089538574,0.12
2.326129913330078,0.11
2.327678680419922,0.09
2.3418612480163574,0.17
2.3312294483184814,0.16
2.364107370376587,0.14
2.336611747741699,0.11
2.35288667678833,0.07
2.345167398452759,0.06
2.3340909481048584,0.12
2.308084011077881,0.1
2.331265449523926,0.1
2.316161870956421,0.1
2.3490681648254395,0.13
2.3287265300750732,0.11
2.3737170696258545,0.14
2.342320680618286,0.14
2.3151233196258545,0.21
2.3458046913146973,0.11
2.3409810066223145,0.12
2.353682518005371,0.18
2.34395432472229,0.11
2.337986946105957,0.16
2.366758108139038,0.09
2.3290696144104004,0.13
2.3459420204162598,0.13
2.3186163902282715,0.13
2.331591844558716,0.11
2.3368499279022217,0.12
2.3348703384399414,0.05
2.3523175716400146,0.14
2.3031954765319824,0.1
2.337239980697632,0.14
2.369845390319824,0.09
2.317380905151367,0.07
2.3434386253356934,0.11
2.3256869316101074,0.07
2.350482940673828,0.08
