loss,acc
2.323953151702881,0.08
2.3345723152160645,0.1
2.3063385486602783,0.12
2.3186380863189697,0.1
2.3327648639678955,0.13
2.3376026153564453,0.14
2.3261053562164307,0.14
2.3265159130096436,0.15
2.341137170791626,0.09
2.339589834213257,0.11
2.3374099731445312,0.1
2.3090567588806152,0.13
2.3328258991241455,0.16
2.342115879058838,0.12
2.300960063934326,0.16
2.2992289066314697,0.08
2.349881887435913,0.13
2.3109748363494873,0.13
2.286468982696533,0.07
2.306133508682251,0.15
2.328911542892456,0.12
2.313188076019287,0.13
2.3113369941711426,0.11
2.322272300720215,0.13
2.3104867935180664,0.1
2.3570079803466797,0.11
2.3357207775115967,0.09
2.325307607650757,0.19
2.350269317626953,0.11
2.302833080291748,0.11
2.3086800575256348,0.14
2.3602957725524902,0.16
2.341545820236206,0.12
2.307650327682495,0.14
2.3571534156799316,0.16
2.324983596801758,0.11
2.2954909801483154,0.14
2.3050994873046875,0.09
2.343393325805664,0.14
2.301591396331787,0.15
2.2821857929229736,0.07
2.3224244117736816,0.1
2.3334388732910156,0.13
2.3475639820098877,0.19
2.3107171058654785,0.11
2.335113763809204,0.16
2.311765670776367,0.12
2.296722412109375,0.15
2.3364951610565186,0.15
2.3274548053741455,0.11
2.3377652168273926,0.16
2.317368745803833,0.14
2.333423614501953,0.06
2.271340847015381,0.12
2.3125369548797607,0.19
2.309324264526367,0.15
2.31435227394104,0.12
2.3570477962493896,0.14
2.3148632049560547,0.15
2.3376400470733643,0.15
2.333890914916992,0.08
2.318141222000122,0.12
2.338127374649048,0.11
2.3502755165100098,0.2
2.3337016105651855,0.08
2.326786994934082,0.13
2.2964298725128174,0.1
2.3216872215270996,0.09
2.3179659843444824,0.07
2.331772565841675,0.12
2.303565740585327,0.07
2.3108034133911133,0.12
2.324033498764038,0.12
2.3421661853790283,0.07
2.290767192840576,0.09
2.338372230529785,0.07
2.3426036834716797,0.1
2.323869228363037,0.09
2.302102565765381,0.12
2.275284767150879,0.18
2.3240928649902344,0.09
2.362326145172119,0.07
2.291109323501587,0.15
2.29262113571167,0.15
2.3570218086242676,0.13
2.3286614418029785,0.05
2.3111767768859863,0.09
2.2638590335845947,0.07
2.327633857727051,0.14
2.3391220569610596,0.09
2.292236566543579,0.1
2.3174707889556885,0.17
2.3356311321258545,0.11
2.3431355953216553,0.17
2.291152000427246,0.19
2.3190762996673584,0.08
2.3431382179260254,0.16
