loss,acc
2.3297667503356934,0.06
2.299217700958252,0.26
2.336416006088257,0.09
2.3128204345703125,0.08
2.3278396129608154,0.11
2.3092451095581055,0.13
2.3182320594787598,0.12
2.2846221923828125,0.1
2.2840962409973145,0.12
2.3272697925567627,0.05
2.3038477897644043,0.1
2.306985378265381,0.07
2.3047432899475098,0.06
2.3174448013305664,0.13
2.2761178016662598,0.1
2.310584306716919,0.13
2.317997455596924,0.07
2.316568374633789,0.1
2.3202054500579834,0.07
2.285491943359375,0.08
2.291477918624878,0.07
2.2978949546813965,0.13
2.3078625202178955,0.15
2.2997026443481445,0.16
2.3053677082061768,0.04
2.2841367721557617,0.13
2.312333106994629,0.05
2.2895894050598145,0.08
2.3081791400909424,0.11
2.3269529342651367,0.13
2.2964086532592773,0.1
2.339073896408081,0.08
2.3185064792633057,0.14
2.2695021629333496,0.08
2.318732500076294,0.11
2.272709846496582,0.07
2.293217420578003,0.11
2.3306586742401123,0.12
2.3206865787506104,0.14
2.324575901031494,0.15
2.32161808013916,0.07
2.331498861312866,0.12
2.315934181213379,0.14
2.3097825050354004,0.12
2.3172125816345215,0.08
2.3372581005096436,0.12
2.3225765228271484,0.16
2.3560945987701416,0.11
2.3208670616149902,0.15
2.29946231842041,0.14
2.320870876312256,0.09
2.307680368423462,0.11
2.30890154838562,0.11
2.2676563262939453,0.06
2.3278801441192627,0.12
2.283642053604126,0.12
2.322165012359619,0.08
2.314568519592285,0.15
2.320450782775879,0.14
2.2988879680633545,0.08
2.3095922470092773,0.12
2.316154718399048,0.14
2.3078181743621826,0.13
2.3108232021331787,0.15
2.299306631088257,0.11
2.3027079105377197,0.09
2.3158578872680664,0.15
2.312756299972534,0.09
2.3084354400634766,0.08
2.322103977203369,0.11
2.3307461738586426,0.17
2.298363208770752,0.16
2.3461556434631348,0.07
2.301851987838745,0.13
2.3192265033721924,0.07
2.35099720954895,0.09
2.2804741859436035,0.05
2.285116195678711,0.1
2.2976136207580566,0.17
2.3323862552642822,0.2
2.309933662414551,0.08
2.291084051132202,0.09
2.3200418949127197,0.07
2.3162355422973633,0.07
2.30061411857605,0.09
2.3209776878356934,0.12
2.3126375675201416,0.12
2.312119245529175,0.12
2.310382127761841,0.11
2.2856085300445557,0.07
2.3103203773498535,0.12
2.303650140762329,0.13
2.317059278488159,0.1
2.30658221244812,0.12
2.342243194580078,0.09
2.3097782135009766,0.15
2.3046042919158936,0.11
2.2990148067474365,0.09
2.317826747894287,0.12
2.3292272090911865,0.11
2.3467581272125244,0.11
2.3015241622924805,0.08
2.3320844173431396,0.05
2.352598190307617,0.1
2.3320977687835693,0.1
2.2995378971099854,0.09
2.287785768508911,0.13
2.321575403213501,0.13
2.331453561782837,0.09
2.358506202697754,0.17
2.319615364074707,0.08
2.31986927986145,0.13
2.3208866119384766,0.09
2.3243842124938965,0.1
2.2899248600006104,0.07
2.298858880996704,0.1
2.316720962524414,0.12
2.3152170181274414,0.13
2.347033977508545,0.07
2.3037362098693848,0.11
2.2946436405181885,0.14
2.2918169498443604,0.09
2.314241409301758,0.07
2.2753310203552246,0.11
2.309431314468384,0.12
2.3031728267669678,0.16
2.324399471282959,0.08
2.3062827587127686,0.07
2.3118784427642822,0.08
2.3215677738189697,0.06
2.3342294692993164,0.21
2.328549861907959,0.07
2.3155171871185303,0.08
2.318796396255493,0.09
2.3268144130706787,0.11
2.3085885047912598,0.2
2.322406530380249,0.08
2.2959539890289307,0.15
2.320225238800049,0.09
2.297555923461914,0.11
2.3216779232025146,0.08
2.30529522895813,0.12
