loss,acc
2.2957675457000732,0.11
0.23976533114910126,0.44
0.07337434589862823,0.47
0.1073012724518776,0.49
0.1050785556435585,0.47
0.08679874241352081,0.47
0.02925960160791874,0.48
0.008777949959039688,0.46
0.015626834705471992,0.46
0.3476543128490448,0.48
0.024500396102666855,0.53
0.0027937539853155613,0.41
0.009973694570362568,0.51
0.13073603808879852,0.49
0.03288496285676956,0.43
0.01989125832915306,0.61
0.0028203234542161226,0.51
0.00556455971673131,0.55
0.05210680142045021,0.49
0.0010301859583705664,0.46
0.0017735767178237438,0.5
0.0036723327357321978,0.5
0.0018888040212914348,0.55
0.0030114101245999336,0.52
0.006438417360186577,0.5
0.0010264916345477104,0.55
0.02218075841665268,0.5
0.0008586577605456114,0.53
0.008235174231231213,0.51
0.013701106421649456,0.56
0.0007148021832108498,0.41
0.002245306968688965,0.52
0.0006830174243077636,0.46
0.008615728467702866,0.57
0.04565218836069107,0.49
0.0006869210046716034,0.45
0.0019333362579345703,0.48
0.009718217886984348,0.5
0.01705740951001644,0.52
0.0004895392921753228,0.47
0.004921791609376669,0.47
0.0012203236110508442,0.49
0.009051166474819183,0.58
0.002251913072541356,0.53
0.00012859932030551136,0.52
0.002306222915649414,0.54
0.005619843956083059,0.6
6.835801468696445e-05,0.56
0.00039870262844488025,0.5
0.002500792033970356,0.61
0.0006767750019207597,0.5
0.009088892489671707,0.52
0.0017152379732578993,0.61
0.00016468128887936473,0.47
0.0007438005413860083,0.51
0.00015490705845877528,0.44
0.004868420772254467,0.55
0.024171939119696617,0.56
0.0015336275100708008,0.52
0.13340908288955688,0.45
0.02841648831963539,0.51
0.007911263965070248,0.57
0.003449132665991783,0.45
0.01581759937107563,0.55
0.001516177086159587,0.52
0.001807418535463512,0.51
0.007474609185010195,0.46
0.0026000994257628918,0.56
0.0002372105955146253,0.45
0.0017201065784320235,0.4
4.426488158060238e-05,0.53
0.00043775385711342096,0.55
0.00915931724011898,0.51
0.00061835563974455,0.56
0.00013111912994645536,0.43
0.00038882254739291966,0.5
0.00029768262174911797,0.56
0.00508820591494441,0.54
0.0026667786296457052,0.5
0.00012272880121599883,0.42
0.0011420343071222305,0.51
0.01690082997083664,0.36
0.012486554682254791,0.54
0.06633857637643814,0.49
0.02858821116387844,0.51
0.0005151308723725379,0.52
0.0009332287008874118,0.49
0.0011103267315775156,0.42
0.002150118350982666,0.48
0.00031151241273619235,0.45
0.06049032881855965,0.46
0.0003033535904251039,0.56
0.0005909104947932065,0.48
0.000444351346231997,0.47
0.00011271017865510657,0.54
0.10115914046764374,0.5
0.02391679584980011,0.58
0.00015494028048124164,0.45
0.001995692728087306,0.59
0.0006434874376282096,0.55
0.00037017621798440814,0.57
0.00017282698536291718,0.45
0.00016721629071980715,0.59
0.0002849506854545325,0.53
9.895324910758063e-05,0.5
0.0001114260739996098,0.62
0.00010458060569362715,0.56
0.0005265404470264912,0.51
0.0001615285873413086,0.56
0.018431099131703377,0.49
0.0009978798916563392,0.51
0.00035920957452617586,0.41
0.0010103399399667978,0.55
8.142911246977746e-05,0.52
0.00012808579776901752,0.52
0.00015408651961479336,0.49
0.00016272798529826105,0.49
0.0004405317595228553,0.58
9.485244663665071e-05,0.5
0.0009081690805032849,0.51
4.852519487030804e-05,0.51
0.005999787710607052,0.6
5.291957495501265e-05,0.51
3.776215817197226e-05,0.57
0.00019905414956156164,0.47
9.953457629308105e-05,0.46
5.432655234471895e-05,0.58
0.0001158059822046198,0.51
3.776550147449598e-05,0.6
0.00010282853327225894,0.51
0.0007314920658245683,0.6
0.00017380714416503906,0.56
0.000999158713966608,0.49
0.0676283985376358,0.42
0.0009279834921471775,0.49
4.971822272636928e-05,0.45
5.061166302766651e-05,0.57
1.5882345905993134e-05,0.52
0.01834000274538994,0.57
0.06713148206472397,0.55
0.0021942767780274153,0.56
3.224611282348633e-05,0.48
6.526947254315019e-05,0.5
0.0026533559430390596,0.55
3.130892582703382e-05,0.47
0.007813111878931522,0.46
0.0036989212967455387,0.45
1.853120011219289e-05,0.51
0.15496093034744263,0.43
3.939734597224742e-05,0.45
4.422146230353974e-05,0.46
0.00014520158583763987,0.51
5.73982615605928e-05,0.59
1.9863247871398926e-05,0.64
0.01480722427368164,0.45
2.165538535336964e-05,0.41
0.00010396666766609997,0.59
0.04298808053135872,0.41
5.976359170745127e-05,0.54
0.0822768434882164,0.45
7.8273267718032e-05,0.53
0.00011565135355340317,0.52
9.449323260923848e-05,0.48
8.244514174293727e-05,0.6
0.0016861689509823918,0.59
0.00032512666075490415,0.5
2.8447901058825664e-05,0.47
0.019673438742756844,0.52
1.52587890625e-05,0.56
2.3014141333987936e-05,0.53
0.0014214515686035156,0.5
0.0023296293802559376,0.46
0.00042986436164937913,0.55
0.0001867367682280019,0.52
0.0007922207587398589,0.54
1.802249789761845e-05,0.49
7.04985432093963e-05,0.52
0.01312272809445858,0.61
9.012222290039062e-05,0.52
5.071813575341366e-05,0.55
7.765028567519039e-05,0.45
0.00034270816831849515,0.45
0.0008626897470094264,0.47
1.3295341886987444e-05,0.51
0.00600908137857914,0.47
7.095743058016524e-05,0.47
6.523499178001657e-05,0.52
8.541929855709895e-05,0.51
2.002716064453125e-05,0.52
0.002000595908612013,0.56
6.150299304863438e-05,0.53
0.00619824742898345,0.45
2.6779174731927924e-05,0.5
1.8079230358125642e-05,0.47
0.0006113846902735531,0.42
0.037782177329063416,0.57
0.00015949716907925904,0.49
3.975513027398847e-05,0.51
0.009395599365234375,0.48
0.000197428249521181,0.54
0.0026483796536922455,0.55
0.01097914669662714,0.49
0.0002155303955078125,0.54
